"","taxon","parent_taxon"
"17790","Euplectinae",NA
"17791","Faroninae",NA
"17792","Goniacerinae",NA
"17793","Batrisinae",NA
"17794","Pygmactium",NA
"17795","Zonaira","Pselaphinae"
"17796","Zolium","Pselaphinae"
"17797","Trimiosella","Pselaphinae"
"17798","Trimiomelba","Pselaphinae"
"17799","Simplona","Pselaphinae"
"17800","Pilactium","Pselaphinae"
"17801","Cupila","Pselaphinae"
"17802","Reichenbachia","Pselaphinae"
"17803","Balega","Pselaphinae"
"17804","Malleoceps","Pselaphinae"
"17805","Haasellia","Pselaphinae"
"17806","Dalmosella","Pselaphinae"
"17807","Ramelbida","Pselaphinae"
"17808","Megarafonus","Pselaphinae"
"17809","Basolum",NA
"17810","Eupsenius","Pselaphinae"
"17811","Decarthron","Pselaphinae"
"17812","Rybaxis","Pselaphinae"
"17813","Nisaxis","Pselaphinae"
"17814","Briaraxis","Pselaphinae"
"17815","Sonoma","Pselaphinae"
"17816","Rhexius","Pselaphinae"
"17817","Tetrascapha","Pselaphinae"
"17818","Rhexidius","Pselaphinae"
"17819","Oropus","Pselaphinae"
"17820","Foveoscapha","Pselaphinae"
"17821","Euboarhexius","Pselaphinae"
"17822","Conoplectus","Pselaphinae"
"17823","Bontomtes","Pselaphinae"
"17824","Trisignis","Pselaphinae"
"17825","Brachygluta","Pselaphinae"
"17826","Mayetia","Pselaphinae"
"17827","Bibloplectus","Pselaphinae"
"17828","Arthmius","Pselaphinae"
"17829","Eutyphlus","Pselaphinae"
"17830","Bibloporus","Pselaphinae"
"17831","Abdiunguis","Pselaphinae"
"17832","Allobrox","Pselaphinae"
"17833","Adranes","Pselaphinae"
"17834","Acolonia","Pselaphinae"
"17835","Texamaurops","Pselaphinae"
"17836","Euphalepsus","Pselaphinae"
"17837","Batrisodes","Pselaphinae"
"17838","Batriasymmodes","Pselaphinae"
"17839","Anchylarthron","Pselaphinae"
"17840","Arianops","Pselaphinae"
"17841","Melba","Pselaphinae"
"17842","Fustiger","Pselaphinae"
"17843","Trigonoplectus","Pselaphinae"
"17844","Actizona","Pselaphinae"
"17845","Actium","Pselaphinae"
"17846","Actiastes","Pselaphinae"
"17847","Rhinoscepsis","Pselaphinae"
"17848","Morius","Pselaphinae"
"17849","Hatchia","Pselaphinae"
"17850","Trimioplectus","Pselaphinae"
"17851","Euplecterga","Pselaphinae"
"17852","Thesiastes","Pselaphinae"
"17853","Saxet","Pselaphinae"
"17854","Ramecia","Pselaphinae"
"17855","Pycnoplectus","Pselaphinae"
"17856","Pseudactium","Pselaphinae"
"17857","Oropodes","Pselaphinae"
"17858","Leptoplectus","Pselaphinae"
"17859","Circocerus","Pselaphinae"
"17860","Speleochus","Pselaphinae"
"17861","Pselaphus","Pselaphinae"
"17862","Tychobythinus","Pselaphinae"
"17863","Pilopius",NA
"17864","Pselaptrichus","Pselaphinae"
"17865","Ephimia","Pselaphinae"
"17866","Neopselaphus","Pselaphinae"
"17867","Lemelba","Pselaphinae"
"17868","Speleobama","Pselaphinae"
"17869","Hesperotychus","Pselaphinae"
"17870","Cylindrarctus","Pselaphinae"
"17871","Tyrus","Pselaphinae"
"17872","Trichonyx","Pselaphinae"
"17873","Custotychus","Pselaphinae"
"17874","Nearctitychus","Pselaphinae"
"17875","Cedius","Pselaphinae"
"17876","Tmesiphorus","Pselaphinae"
"17877","Valda","Pselaphinae"
"17878","Atinus","Pselaphinae"
"17879","Berdura","Pselaphinae"
"17880","Ouachitychus","Pselaphinae"
"17881","Caccoplectus","Pselaphinae"
"17882","Lucifotychus","Pselaphinae"
"17883","Eutrichites","Pselaphinae"
"17884","Subterrochus","Pselaphinae"
"17885","Ceophyllus","Pselaphinae"
"17886","Pselaptus","Pselaphinae"
"17887","Scalenarthrus","Pselaphinae"
"17888","Biotus","Pselaphinae"
"17889","Ctenisis","Pselaphinae"
"17890","Mipseltyrus","Pselaphinae"
"17891","Prespelea","Pselaphinae"
"17892","Machaerodes","Pselaphinae"
"17893","Anitra","Pselaphinae"
"17894","Sebaga","Pselaphinae"
"17895","Allotrimium","Pselaphinae"
"17896","Tomoplectus","Pselaphinae"
"17897","Trimioarcus","Pselaphinae"
"17898","Trimium","Pselaphinae"
"17899","Proplectus",NA
"17900","Cutrimia",NA
"17901","Verticinotus",NA
"17902","Arispeleops",NA
"17903","Anops",NA
"17904","Eusanops",NA
"17905","Batrisodinus",NA
"17906","Faliscus",NA
"17907","Nisa",NA
"17908","Neobrachygluta",NA
"17909","Brachyglutodes",NA
"17910","Cercocerus",NA
"17911","Upoluna",NA
"17912","Hexirhexius",NA
"17913","Prorhexius",NA
"17914","Juxtahamotopsis",NA
"17915","Ephymia",NA
"17916","Euphalespus",NA
"17917","Euplectinus",NA
"17918","Euplectoides",NA
"17919","Endoplectus",NA
"17920","Euplenius",NA
"17921","Nicothaeus",NA
"17922","Nicotheus",NA
"17923","Afrofustiger",NA
"17924","Commatocerus",NA
"17925","Pseudofustiger",NA
"17926","Pseudfustiger",NA
"17927","Haasiella",NA
"17928","Grammoplectus",NA
"17929","Archeuplectus",NA
"17930","Racemia",NA
"17931","Liniolis",NA
"17932","Dierobia",NA
"17933","Reichenbachius",NA
"17934","Dicrobia",NA
"17935","Rhinosceptis",NA
"17936","Bryaxis",NA
"17937","Cylindrembolus",NA
"17938","Abryxis",NA
"17939","Rafonus",NA
"17940","Apothinus",NA
"17941","Syntectes",NA
"17942","Sintectes",NA
"17943","Globobythus",NA
"17944","Apobythus",NA
"17945","Eccoptobythus",NA
"17946","Tychobythus",NA
"17947","Bythinopsis",NA
"17948","Acanthobythus",NA
"17949","Trichobythus",NA
"17950","Trogobythus",NA
"17951","Collartia",NA
"17952","Amaurobythus",NA
"17953","Microbythus",NA
"17954","Odontobythus",NA
"17955","Crenobythus",NA
"17956","Anopsibythus",NA
"17957","Chiasmatobythus",NA
"17958","Pytna",NA
"17959","Pseudotyrus",NA
"17960","Ctenisodes","Pselaphinae"
"17961","Dalmosanus","Pselaphinae"
"17962","Neoxus","Oxytelinae"
"17963","Eleusis","Osoriinae"
"17964","Renardia","Osoriinae"
"17965","Holotrochus","Osoriinae"
"17966","Coprophilus","Oxytelinae"
"17967","Deleaster","Oxytelinae"
"17968","Mitosynum","Oxytelinae"
"17969","Syntomium","Oxytelinae"
"17970","Apocellus","Oxytelinae"
"17971","Aploderus","Oxytelinae"
"17972","Manda","Oxytelinae"
"17973","Ochthephilus","Oxytelinae"
"17974","Teropalpus","Oxytelinae"
"17975","Thinodromus","Oxytelinae"
"17976","Hypotelus","Piestinae"
"17977","Siagonium","Piestinae"
"17978","Trigonurus","Trigonurinae"
"17979","Tannea","Osoriinae"
"17980","Trogactus","Oxytelinae"
"17981","Neosorius","Osoriinae"
"17982","Hyperaspidinae","Coccinellidae"
"17983","Microweisea","Sticholotidinae"
"17984","Coccidophilus","Sticholotidinae"
"17985","Gnathoweisea","Sticholotidinae"
"17986","Nipus","Sticholotidinae"
"17987","Cephaloscymnus","Sticholotidinae"
"17988","Zilus","Scymninae"
"17989","Zagloba","Scymninae"
"17990","Didion","Scymninae"
"17991","Selvadius","Scymninae"
"17992","Blaisdelliana","Hyperaspidinae"
"17993","Hyperaspidius","Hyperaspidinae"
"17994","Helesius","Hyperaspidinae"
"17995","Thalassa","Hyperaspidinae"
"17996","Brachiacantha","Hyperaspidinae"
"17997","Axion","Chilocorinae"
"17998","Arawana","Chilocorinae"
"17999","Exochomus","Chilocorinae"
"18000","Coccidula","Coccidulinae"
"18001","Anovia","Coccidulinae"
"18002","Exoplectra","Coccidulinae"
"18003","Anisosticta","Coccinellinae"
"18004","Macronaemia","Coccinellinae"
"18005","Naemia","Coccinellinae"
"18006","Ceratomegilla","Coccinellinae"
"18007","Anatis","Coccinellinae"
"18008","Myzia","Coccinellinae"
"18009","Calvia","Coccinellinae"
"18010","Propylaea","Coccinellinae"
"18011","Neoharmonia","Coccinellinae"
"18012","Aphidecta","Coccinellinae"
"18013","Psyllobora","Coccinellinae"
"18014","Subcoccinella","Epilachninae"
"18015","Brumus","Chilocorinae"
"18016","Decadiomus","Scymninae"
"18017","Micraspis","Coccinellinae"
"18018","Megalocaria","Coccinellinae"
"18019","Cheilomenes","Coccinellinae"
"18020","Sasajiscymnus","Scymninae"
"18021","Synonycha","Coccinellinae"
"18022","Scymnobius","Scymninae"
"18023","Acanthopteroctetoidea","Lepidoptera"
"18024","Alucitoidea","Lepidoptera"
"18025","Choreutoidea","Lepidoptera"
"18026","Copromorphoidea","Lepidoptera"
"18027","Cossoidea","Lepidoptera"
"18028","Epermenioidea","Lepidoptera"
"18029","Eriocranioidea","Lepidoptera"
"18030","Galacticoidea","Lepidoptera"
"18031","Gracillarioidea","Lepidoptera"
"18032","Hepialoidea","Lepidoptera"
"18033","Hyblaeoidea","Lepidoptera"
"18034","Lasiocampoidea","Lepidoptera"
"18035","Micropterigoidea","Lepidoptera"
"18036","Pterophoroidea","Lepidoptera"
"18037","Schreckensteinioidea","Lepidoptera"
"18038","Sesioidea","Lepidoptera"
"18039","Thyridoidea","Lepidoptera"
"18040","Tischerioidea","Lepidoptera"
"18041","Urodoidea","Lepidoptera"
"18042","Acanthopteroctetidae","Acanthopteroctetoidea"
"18043","Acrolepiidae","Yponomeutoidea"
"18044","Adelidae","Incurvarioidea"
"18045","Amphisbatidae","Gelechioidea"
"18046","Autostichidae","Gelechioidea"
"18047","Batrachedridae","Gelechioidea"
"18048","Bedelliidae","Yponomeutoidea"
"18049","Bucculatricidae","Gracillarioidea"
"18050","Chimabachidae","Gelechioidea"
"18051","Choreutidae","Choreutoidea"
"18052","Copromorphidae","Copromorphoidea"
"18053","Cosmopterigidae","Gelechioidea"
"18054","Crambidae","Pyraloidea"
"18055","Deoclonidae","Gelechioidea"
"18056","Doidae","Noctuoidea"
"18057","Galacticidae","Galacticoidea"
"18058","Glyphidoceridae","Gelechioidea"
"18059","Glyphipterigidae","Yponomeutoidea"
"18060","Gracillariidae","Gracillarioidea"
"18061","Hyblaeidae","Hyblaeoidea"
"18062","Lacturidae","Zygaenoidea"
"18063","Lymantriidae",NA
"18064","Lyonetiidae","Yponomeutoidea"
"18065","Micropterigidae","Micropterigoidea"
"18066","Peleopodidae","Gelechioidea"
"18067","Prodoxidae","Incurvarioidea"
"18068","Schreckensteiniidae","Schreckensteinioidea"
"18069","Sematuridae","Geometroidea"
"18070","Uraniidae","Geometroidea"
"18071","Urodidae","Urodoidea"
"18072","Xyloryctidae","Gelechioidea"
"18073","Ypsolophidae","Yponomeutoidea"
"18074","Zygaenidae","Zygaenoidea"
"18075","Acontiinae","Noctuidae"
"18076","Acronictinae","Noctuidae"
"18077","Adelinae","Adelidae"
"18078","Agaristinae","Noctuidae"
"18079","Agdistinae","Pterophoridae"
"18080","Agonoxeninae","Elachistidae"
"18081","Alsophilinae",NA
"18082","Amphipyrinae","Noctuidae"
"18083","Antequerinae","Cosmopterigidae"
"18084","Anthocharinae",NA
"18085","Apatelodinae","Bombycidae"
"18086","Apaturinae","Nymphalidae"
"18087","Archiearinae","Geometridae"
"18088","Arctiinae","Erebidae"
"18089","Argyresthiinae","Yponomeutidae"
"18090","Attevinae","Yponomeutidae"
"18091","Basigarinae",NA
"18092","Batrachedrinae","Batrachedridae"
"18093","Blastobasinae","Coleophoridae"
"18094","Bombycinae","Bombycidae"
"18095","Bryophilinae","Noctuidae"
"18096","Calpinae","Erebidae"
"18097","Catocalinae",NA
"18098","Cemiostominae","Lyonetiidae"
"18099","Ceratocampinae","Saturniidae"
"18100","Charaxinae","Nymphalidae"
"18101","Chlidanotinae","Tortricidae"
"18102","Chloephorinae","Nolidae"
"18103","Choreutinae","Choreutidae"
"18104","Chrysauginae","Pyralidae"
"18105","Chrysopeleiinae","Cosmopterigidae"
"18106","Coleophorinae","Coleophoridae"
"18107","Coliadinae","Pieridae"
"18108","Collomeninae","Nolidae"
"18109","Condicinae","Noctuidae"
"18110","Cosmopteriginae","Cosmopterigidae"
"18111","Cossinae","Cossidae"
"18112","Cossulinae","Cossidae"
"18113","Crambinae","Crambidae"
"18114","Cuculliinae","Noctuidae"
"18115","Cybalomiinae","Crambidae"
"18116","Danainae","Nymphalidae"
"18117","Depressariinae","Elachistidae"
"18118","Dichomeridinae","Gelechiidae"
"18119","Dioptinae","Notodontidae"
"18120","Dismorphiinae","Pieridae"
"18121","Drepaninae","Drepanidae"
"18122","Dryadaulinae","Tineidae"
"18123","Dudusinae","Notodontidae"
"18124","Elachistinae","Elachistidae"
"18125","Ennominae","Geometridae"
"18126","Epermeniinae","Epermeniidae"
"18127","Epipaschiinae","Pyralidae"
"18128","Epipleminae","Uraniidae"
"18129","Erechthiinae","Tineidae"
"18130","Ethmiinae","Elachistidae"
"18131","Euselasiinae","Riodinidae"
"18132","Eustrotiinae","Noctuidae"
"18133","Euteliinae","Euteliidae"
"18134","Evergestinae","Crambidae"
"18135","Galleriinae","Pyralidae"
"18136","Gelechiinae","Gelechiidae"
"18137","Geometrinae","Geometridae"
"18138","Glaphyriinae","Crambidae"
"18139","Glottulinae",NA
"18140","Glyphipteriginae","Glyphipterigidae"
"18141","Gracillariinae","Gracillariidae"
"18142","Hadeninae",NA
"18143","Hapsiferinae","Tineidae"
"18144","Heliconiinae","Nymphalidae"
"18145","Heliothinae","Noctuidae"
"18146","Hemileucinae","Saturniidae"
"18147","Herminiinae","Erebidae"
"18148","Hesperiinae","Hesperiidae"
"18149","Heterocampinae","Notodontidae"
"18150","Heteropterinae","Hesperiidae"
"18151","Hieroxestinae","Tineidae"
"18152","Hypeninae","Erebidae"
"18153","Hypoptinae","Cossidae"
"18154","Ithomiinae",NA
"18155","Lamproniinae","Prodoxidae"
"18156","Larentiinae","Geometridae"
"18157","Lasiocampinae","Lasiocampidae"
"18158","Libytheinae","Nymphalidae"
"18159","Limacodinae","Limacodidae"
"18160","Limenitidinae","Nymphalidae"
"18161","Lithocolletinae","Gracillariidae"
"18162","Lithosiinae",NA
"18163","Lycaeninae","Lycaenidae"
"18164","Lyonetiinae","Lyonetiidae"
"18165","Macroglossinae","Sphingidae"
"18166","Macromphaliinae","Lasiocampidae"
"18167","Meessiinae","Tineidae"
"18168","Megathyminae",NA
"18169","Miletinae","Lycaenidae"
"18170","Millieriinae","Choreutidae"
"18171","Momphinae","Coleophoridae"
"18172","Morphinae","Nymphalidae"
"18173","Myrmecozelinae","Tineidae"
"18174","Nemapogoninae","Tineidae"
"18175","Nepticulinae","Nepticulidae"
"18176","Noctuinae","Noctuidae"
"18177","Nolinae","Nolidae"
"18178","Notodontinae","Notodontidae"
"18179","Nymphalinae","Nymphalidae"
"18180","Nymphulinae","Crambidae"
"18181","Nystaleinae","Notodontidae"
"18182","Ochsenheimeriinae","Ypsolophidae"
"18183","Odontiinae","Crambidae"
"18184","Oecophorinae","Oecophoridae"
"18185","Oiketicinae","Psychidae"
"18186","Olethreutinae","Tortricidae"
"18187","Oposteginae","Opostegidae"
"18188","Pantheinae","Noctuidae"
"18189","Papilioninae","Papilionidae"
"18190","Parnassiinae","Papilionidae"
"18191","Phalerinae","Notodontidae"
"18192","Phycitinae","Pyralidae"
"18193","Phyllocnistinae","Gracillariidae"
"18194","Pierinae","Pieridae"
"18195","Plusiinae","Noctuidae"
"18196","Polyommatinae","Lycaenidae"
"18197","Praydinae","Yponomeutidae"
"18198","Procridinae","Zygaenidae"
"18199","Prodoxinae","Prodoxidae"
"18200","Psaphidinae",NA
"18201","Psychinae","Psychidae"
"18202","Pterolonchinae","Coleophoridae"
"18203","Pterophorinae","Pterophoridae"
"18204","Pygaerinae","Notodontidae"
"18205","Pyralinae","Pyralidae"
"18206","Pyraustinae","Crambidae"
"18207","Pyrginae","Hesperiidae"
"18208","Pyrrhopyginae",NA
"18209","Raphiinae",NA
"18210","Riodininae","Riodinidae"
"18211","Risobinae","Nolidae"
"18212","Saturniinae","Saturniidae"
"18213","Satyrinae","Nymphalidae"
"18214","Scardiinae","Tineidae"
"18215","Scopariinae","Crambidae"
"18216","Scythridinae","Xyloryctidae"
"18217","Sematurinae","Sematuridae"
"18218","Sesiinae","Sesiidae"
"18219","Setomorphinae","Tineidae"
"18220","Siculodinae","Thyrididae"
"18221","Sphinginae","Sphingidae"
"18222","Stenomatinae","Elachistidae"
"18223","Sterrhinae","Geometridae"
"18224","Stiriinae",NA
"18225","Strathmopodinae","Oecophoridae"
"18226","Strepsimaninae",NA
"18227","Striglininae","Thyrididae"
"18228","Symmocinae","Autostichidae"
"18229","Taleporiinae","Psychidae"
"18230","Theclinae","Lycaenidae"
"18231","Thyatirinae","Drepanidae"
"18232","Thyridinae","Thyrididae"
"18233","Tineinae","Tineidae"
"18234","Tinthiinae","Sesiidae"
"18235","Tortricinae","Tortricidae"
"18236","Ufeinae",NA
"18237","Uraniinae","Uraniidae"
"18238","Yponomeutinae","Yponomeutidae"
"18239","Ypsolophinae","Ypsolophidae"
"18240","Zeuzerinae","Cossidae"
"18241","Abraxini","Ennominae"
"18242","Abrostolini","Plusiinae"
"18243","Acentropini","Nymphulinae"
"18244","Acontiini","Acontiinae"
"18245","Acronictini",NA
"18246","Acsalini",NA
"18247","Aegialini",NA
"18248","Agrotini",NA
"18249","Ambiini","Nymphulinae"
"18250","Amphipyrini","Amphipyrinae"
"18251","Anacampsini","Gelechiinae"
"18252","Anaeini","Charaxinae"
"18253","Anagogini",NA
"18254","Anerastiini","Phycitinae"
"18255","Angeronini","Ennominae"
"18256","Anomini","Scoliopteryginae"
"18257","Anomologini","Gelechiinae"
"18258","Anopinini","Tortricinae"
"18259","Apameini","Noctuinae"
"18260","Archipini","Tortricinae"
"18261","Arctiini","Arctiinae"
"18262","Argyractini","Nymphulinae"
"18263","Argyriini","Crambinae"
"18264","Argyrogrammatini","Plusiinae"
"18265","Asthenini","Larentiinae"
"18266","Attacini","Saturniinae"
"18267","Azelinini","Ennominae"
"18268","Bactrini","Olethreutinae"
"18269","Baptini","Ennominae"
"18270","Biblidini","Biblidinae"
"18271","Bistonini",NA
"18272","Blastobasini","Blastobasinae"
"18273","Blastodacnini","Agonoxeninae"
"18274","Boarmiini","Ennominae"
"18275","Bombycini","Bombycinae"
"18276","Bryophilini",NA
"18277","Caberini","Ennominae"
"18278","Callimorphini",NA
"18279","Calpini","Calpinae"
"18280","Calpodini","Hesperiinae"
"18281","Campaeini","Ennominae"
"18282","Caradrinini","Noctuinae"
"18283","Celaenorrhinini","Pyrginae"
"18284","Ceranemotini","Thyatirinae"
"18285","Chelariini","Gelechiinae"
"18286","Chilonini","Crambinae"
"18287","Chlidanotini","Chlidanotinae"
"18288","Cissuvorini","Tinthiinae"
"18289","Cnephasiini","Tortricinae"
"18290","Cochylini","Tortricinae"
"18291","Coelopoetini","Elachistinae"
"18292","Collomenini",NA
"18293","Coloburini",NA
"18294","Condicini","Condicinae"
"18295","Cosymbiini","Sterrhinae"
"18296","Crambini","Crambinae"
"18297","Ctenuchini",NA
"18298","Cuculliini",NA
"18299","Cydosiini",NA
"18300","Cyrestidini",NA
"18301","Danaini","Danainae"
"18302","Depressariini","Depressariinae"
"18303","Dichogamini","Odontiinae"
"18304","Dichordophorini","Geometrinae"
"18305","Dicranurini","Notodontinae"
"18306","Dilophonotini","Macroglossinae"
"18307","Dioptini",NA
"18308","Diptychophorini","Crambinae"
"18309","Dircennini",NA
"18310","Dudusini","Dudusinae"
"18311","Elachistini","Elachistinae"
"18312","Elymniini","Satyrinae"
"18313","Endotheniini","Olethreutinae"
"18314","Ennomini","Ennominae"
"18315","Epirranthini",NA
"18316","Eriopygini","Noctuinae"
"18317","Eublemmini","Boletobiinae"
"18318","Eucosmini","Olethreutinae"
"18319","Eudulini","Larentiinae"
"18320","Euliini","Tortricinae"
"18321","Eumaeini","Theclinae"
"18322","Eupitheciini","Larentiinae"
"18323","Euploeini","Danainae"
"18324","Eurrhypini","Odontiinae"
"18325","Eustrotiini",NA
"18326","Feraliini",NA
"18327","Galleriini","Galleriinae"
"18328","Gastropachini","Lasiocampinae"
"18329","Gelechiini","Gelechiinae"
"18330","Glottulini","Noctuinae"
"18331","Gnorimoschemini","Gelechiinae"
"18332","Godyridini","Danainae"
"18333","Gonodontini","Ennominae"
"18334","Gonopterini",NA
"18335","Graphiini","Papilioninae"
"18336","Grapholitini","Olethreutinae"
"18337","Grotellini",NA
"18338","Habrosynini","Thyatirinae"
"18339","Hadenini","Noctuinae"
"18340","Haimbachiini","Crambinae"
"18341","Heliconiini","Heliconiinae"
"18342","Hemiceratini",NA
"18343","Hemileucini","Hemileucinae"
"18344","Hemitheini","Geometrinae"
"18345","Hesperiini","Hesperiinae"
"18346","Heterocampini",NA
"18347","Heteropterini",NA
"18348","Hilarographini","Chlidanotinae"
"18349","Holcocerini","Blastobasinae"
"18350","Hydriomenini","Larentiinae"
"18351","Kallimini","Nymphalinae"
"18352","Lasiocampini","Lasiocampinae"
"18353","Leuconyctini","Condicinae"
"18354","Limenitidini","Limenitidinae"
"18355","Lithinini","Ennominae"
"18356","Lithosiini","Arctiinae"
"18357","Lobophorini",NA
"18358","Lophochoristini","Geometrinae"
"18359","Macroglossini","Macroglossinae"
"18360","Macrothyatirini","Thyatirinae"
"18361","Megarthridiini","Galleriinae"
"18362","Megathymini",NA
"18363","Melanolophiini",NA
"18364","Melitaeini","Nymphalinae"
"18365","Melittiini","Sesiinae"
"18366","Morphini","Morphinae"
"18367","Nacophorini","Ennominae"
"18368","Nemoriini","Geometrinae"
"18369","Nepticulini","Nepticulinae"
"18370","Nocloini",NA
